,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_wins,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_wins,pace,winner,winning_abbr
201812310IND,67.38,28.4,8.620000000000001,5.0,110.17999999999999,75.94000000000001,35.0,0.5224,90.8,0.4646,42.0,0.28280000000000005,25.2,0.7308,18.6,22.6,245.0,110.6,30.379999999999995,14.6,24.2,113.2,9.559999999999999,9.8,0.30720000000000003,28.0,0.3644,10.6,52.760000000000005,49.6,0.5559999999999999,14.040000000000001,16.8,62.8,0.5032,31.4,12.2,66.1,22.2,10.74,5.0,110.6,69.61999999999999,27.6,0.5262,72.8,0.43100000000000005,33.4,0.303,20.4,14.0,0.0,197.0,110.17999999999999,24.06,8.8,19.6,112.6,9.34,6.8,0.3488,25.8,0.4424,10.0,47.260000000000005,36.4,0.5511999999999999,12.52,12.0,47.0,0.4346,23.4,0.0,100.26,Home,IND
201901020WAS,67.03999999999999,28.8,7.1800000000000015,4.4,114.38,73.96000000000001,34.6,0.5314,91.6,0.46959999999999996,42.8,0.25520000000000004,22.8,0.6938000000000001,16.2,23.2,245.0,111.02000000000001,29.6,14.2,23.0,113.2,8.8,9.0,0.3218,29.6,0.3768,11.4,51.6,48.8,0.5572,13.76,16.4,62.0,0.5087999999999999,31.4,12.6,67.22,23.8,8.72,3.6,111.02000000000001,70.4,28.0,0.5376,74.6,0.44239999999999996,35.2,0.288,19.6,14.0,0.0,197.0,114.38,26.04,9.8,18.6,116.4,10.16,7.6,0.34199999999999997,25.8,0.4492,10.2,48.42,37.8,0.5626,11.419999999999998,10.8,48.8,0.4474,25.0,0.0,99.82000000000001,Home,WAS
201901040MIL,65.88000000000001,27.0,7.040000000000001,4.4,116.38000000000002,73.14,34.0,0.5084,92.0,0.44580000000000003,41.0,0.258,23.2,0.6856,16.2,26.2,245.0,105.76000000000002,26.72,13.2,24.2,109.8,8.22,8.6,0.3532,32.4,0.3488,11.6,49.14,47.2,0.5366,14.4,17.4,59.6,0.49559999999999993,29.4,10.2,65.66,24.4,10.220000000000002,4.0,105.76000000000002,73.28,30.4,0.5414,76.8,0.45120000000000005,37.2,0.3036,21.6,15.2,0.0,197.0,116.38000000000002,26.859999999999996,10.0,19.0,121.0,10.559999999999999,8.2,0.3412,26.6,0.4248,9.6,50.86,40.4,0.5660000000000001,10.36,9.8,50.2,0.47840000000000005,27.6,0.0,101.82,Home,MIL
201901060ATL,67.1,25.2,7.3,4.6,116.52000000000001,72.24000000000001,31.6,0.47539999999999993,89.4,0.42299999999999993,37.8,0.27999999999999997,24.6,0.6668000000000001,16.6,25.2,240.0,100.42,23.86,12.2,21.0,101.6,8.68,8.8,0.3614,32.2,0.28680000000000005,9.4,46.3,43.8,0.5065999999999999,13.219999999999999,15.4,57.2,0.4984,28.4,12.0,64.56,29.2,8.22,4.4,100.42,76.14,38.4,0.5458000000000001,93.0,0.48580000000000007,45.2,0.2546,23.6,16.6,0.0,240.0,116.52000000000001,27.76,12.2,22.2,118.2,9.48,9.6,0.32860000000000006,30.8,0.3748,11.2,53.7,50.6,0.5710000000000001,11.16,13.0,62.2,0.5484000000000001,34.0,0.0,101.17999999999999,Home,ATL
201901080TOR,64.6,24.2,7.480000000000001,4.6,114.3,76.1,32.2,0.4788,89.8,0.4208,37.8,0.24860000000000002,22.0,0.6458,14.2,25.0,240.0,98.22,25.18,12.8,20.8,100.2,9.2,9.4,0.36920000000000003,33.0,0.3174,10.4,48.46,45.0,0.5035999999999999,15.38,18.2,56.8,0.4854,27.4,12.8,66.05999999999999,29.0,9.26,5.0,98.22,74.82,37.8,0.5528,89.4,0.49060000000000004,44.0,0.2712,24.0,17.6,0.0,240.0,114.3,23.9,10.0,21.2,116.8,11.540000000000001,11.8,0.333,29.8,0.3834,11.2,51.54,47.8,0.5824,12.3,14.0,59.6,0.5526,32.8,0.0,101.98,Home,TOR
201901090BRK,62.339999999999996,22.8,7.659999999999999,4.8,112.5,73.17999999999999,32.6,0.45760000000000006,90.6,0.4072,36.8,0.2592,23.2,0.685,16.0,25.8,240.0,95.02000000000001,23.759999999999998,12.2,21.0,98.6,9.06,9.4,0.3726,33.6,0.2704,9.0,46.76,44.8,0.4902,15.5,18.6,57.0,0.4904,27.8,13.0,62.019999999999996,27.4,10.18,5.6,95.02000000000001,76.24000000000001,38.8,0.5408,91.6,0.4812,44.2,0.257,23.4,17.4,0.0,240.0,112.5,26.82,12.0,23.2,116.8,10.76,11.2,0.339,31.0,0.35839999999999994,11.0,53.239999999999995,50.8,0.5716,13.16,15.4,60.6,0.5508,33.2,0.0,103.55999999999999,Home,BRK
201901110PHI,61.339999999999996,23.0,7.24,4.4,114.28,71.94,31.0,0.4888,87.8,0.43420000000000003,37.8,0.2984,26.0,0.7176,18.6,26.4,240.0,100.42,27.48,12.6,22.0,103.6,9.48,9.8,0.36920000000000003,32.4,0.30179999999999996,9.4,48.46,43.6,0.5254,16.74,20.0,55.4,0.5144,28.4,13.4,62.32000000000001,27.8,10.98,6.0,100.42,72.52000000000001,35.0,0.5513999999999999,90.6,0.49119999999999997,44.6,0.269,24.2,18.0,0.4,240.0,114.28,28.060000000000002,12.2,23.8,118.2,11.4,11.8,0.3518,31.8,0.3492,11.0,51.54,47.2,0.5824,14.02,16.4,58.8,0.5752,33.6,15.2,103.25999999999999,Away,ATL
201901130ATL,58.7,23.4,7.62,4.6,109.3,70.92,32.0,0.5035999999999999,89.2,0.45380000000000004,40.2,0.2878,25.6,0.7258,18.6,23.4,240.0,104.6,29.0,13.2,22.4,107.8,9.879999999999999,10.2,0.33799999999999997,30.2,0.30700000000000005,8.8,49.540000000000006,45.2,0.5386,15.6,18.6,59.0,0.5324,31.4,17.2,58.96,24.4,8.96,5.4,104.6,71.0,33.8,0.5212,89.8,0.46240000000000003,41.4,0.2756,24.6,18.8,0.4,240.0,109.3,29.080000000000002,13.4,24.6,112.2,9.98,10.2,0.351,31.4,0.34240000000000004,10.6,50.46,47.2,0.5586,15.4,18.4,58.4,0.5318,30.8,15.2,102.84,Away,MIL
201901150ATL,54.1,23.2,6.6800000000000015,3.8,114.6,71.72,31.2,0.5276000000000001,90.6,0.47400000000000003,42.6,0.313,28.4,0.7657999999999999,21.8,23.0,240.0,111.8,30.9,13.8,22.6,116.6,10.680000000000001,11.2,0.3278,29.8,0.3338,9.6,50.86,45.0,0.5680000000000001,15.219999999999999,18.4,60.8,0.5438,33.0,18.6,60.2,26.6,9.5,5.8,111.8,69.1,31.6,0.5602,89.6,0.4922000000000001,44.0,0.2826,25.2,19.2,0.4,240.0,114.6,28.28,12.6,25.8,119.4,10.059999999999999,10.4,0.3804,34.0,0.3562,12.2,49.14,44.2,0.5953999999999999,15.539999999999997,18.6,55.6,0.5766,31.8,15.2,104.35999999999999,Home,ATL
201901190ATL,52.839999999999996,22.6,8.98,5.0,115.32000000000001,68.74,30.2,0.5264,90.8,0.4706,42.4,0.333,30.2,0.8122,24.2,21.0,240.0,114.68000000000002,29.919999999999998,13.4,21.8,119.0,10.34,10.8,0.3386,30.8,0.3348,10.0,48.96,43.6,0.5748,13.52,16.2,60.0,0.5401999999999999,32.4,21.8,60.14,27.0,9.299999999999999,5.6,114.68000000000002,70.08,32.2,0.5551999999999999,92.0,0.48660000000000003,44.6,0.2454,22.6,17.8,0.4,240.0,115.32000000000001,31.26,14.0,25.8,119.6,8.180000000000001,8.4,0.3896,35.8,0.3522,12.6,51.04,46.2,0.5892000000000001,15.64,19.0,56.2,0.5740000000000001,32.0,15.2,103.82000000000001,Away,BOS
201901210ATL,56.0,25.0,10.0,5.4,113.92,71.66,30.6,0.5608,89.2,0.4988,44.4,0.3286,29.4,0.8172,23.6,20.6,240.0,120.16,27.360000000000003,11.6,21.4,123.4,10.440000000000001,10.8,0.3316,29.6,0.3764,11.0,49.260000000000005,42.2,0.6056,12.559999999999999,14.6,59.6,0.5593999999999999,33.4,23.4,62.17999999999999,27.4,7.44,4.4,120.16,72.63999999999999,32.0,0.5554,90.2,0.4866,43.8,0.244,22.0,17.0,0.4,240.0,113.92,28.340000000000003,12.2,25.0,117.0,7.279999999999999,7.4,0.3962,35.8,0.34559999999999996,12.4,50.739999999999995,44.2,0.5874,15.120000000000001,18.0,54.4,0.5796,31.4,15.2,102.72,Away,ORL
201901230CHI,57.78000000000001,25.8,9.28,5.0,109.92,73.82000000000001,31.8,0.5513999999999999,91.0,0.48760000000000003,44.4,0.30860000000000004,28.2,0.8140000000000001,22.6,21.2,240.0,119.82000000000001,25.5,11.8,20.6,123.0,11.260000000000002,11.6,0.3586,32.6,0.35540000000000005,11.6,48.96,43.6,0.5952,11.8,13.8,58.4,0.5616,32.8,23.8,59.82000000000001,25.2,8.419999999999998,4.8,119.82000000000001,74.5,34.2,0.5382,88.6,0.4718,41.8,0.2504,22.0,17.6,0.0,240.0,109.92,26.18,11.4,24.6,113.0,6.08,6.2,0.3862,34.4,0.34059999999999996,11.8,51.04,45.6,0.5762,15.319999999999999,18.0,54.2,0.5554,30.0,0.0,102.66,Away,ATL
201901260POR,57.78000000000001,25.0,10.6,5.6,113.4,75.38,31.0,0.5374000000000001,91.0,0.47240000000000004,43.0,0.2802,25.6,0.8186,20.8,25.4,240.0,118.03999999999999,25.860000000000003,12.0,21.0,118.6,10.72,10.8,0.3652,33.2,0.3548,11.8,49.260000000000005,43.0,0.5806,11.28,13.0,57.8,0.5406,31.2,20.8,62.760000000000005,26.6,9.18,5.2,118.03999999999999,74.14000000000001,34.2,0.5578,85.8,0.49060000000000004,42.2,0.261,22.0,18.2,0.0,240.0,113.4,24.619999999999997,10.0,23.2,114.2,7.159999999999999,7.2,0.3802,32.8,0.3508,11.6,50.739999999999995,44.2,0.5978,14.9,16.8,53.0,0.5776,30.6,0.0,100.47999999999999,Home,POR
201901280LAC,60.260000000000005,26.2,11.52,6.2,110.4,74.9,31.8,0.5489999999999999,89.6,0.4822,43.2,0.2596,23.2,0.8398,19.6,28.6,240.0,119.1,27.24,12.0,22.4,118.0,9.079999999999998,9.0,0.3754,33.6,0.3574,12.0,50.480000000000004,43.8,0.5913999999999999,12.26,14.0,56.0,0.5593999999999999,31.2,18.8,63.08,24.8,9.379999999999999,5.2,119.1,72.76,32.4,0.5216000000000001,84.8,0.4626,39.2,0.2912,24.4,21.0,0.0,240.0,110.4,25.1,10.6,22.8,109.4,7.68,7.6,0.36160000000000003,30.8,0.3276,10.0,49.519999999999996,43.0,0.5726,14.6,16.4,54.0,0.541,29.2,0.0,99.1,Away,ATL
201901300SAC,63.160000000000004,27.2,9.32,5.2,115.3,73.53999999999999,30.8,0.5538000000000001,89.2,0.48200000000000004,43.0,0.261,23.2,0.8238,19.2,31.8,240.0,118.24000000000001,26.380000000000003,11.6,22.6,118.0,8.44,8.4,0.4096,36.4,0.352,12.8,49.22,42.4,0.5936,13.040000000000001,15.0,52.8,0.573,30.2,16.4,62.42,26.4,8.24,4.4,118.24000000000001,73.62,32.8,0.5418,86.2,0.48460000000000003,42.0,0.3032,25.8,21.6,0.0,240.0,115.3,26.46,11.0,23.6,115.4,7.44,7.4,0.3432,29.6,0.3318,9.8,50.78,43.8,0.5904,13.52,15.2,56.6,0.5656000000000001,32.2,0.0,99.92,Home,SAC
201902010UTA,62.36,26.0,8.0,4.4,118.84,72.42,30.0,0.5344,90.6,0.4606,41.6,0.2638,23.8,0.8093999999999999,19.4,33.4,240.0,114.92,25.619999999999997,11.4,23.6,116.0,8.9,9.0,0.4396,39.8,0.337,13.4,47.9,41.4,0.575,12.9,15.0,50.8,0.5561999999999999,28.2,15.6,64.1,28.0,9.58,5.0,114.92,74.38000000000001,33.8,0.5602,86.4,0.4998,43.4,0.3188,27.2,23.2,0.0,240.0,118.84,27.580000000000002,11.4,23.2,120.4,7.2,7.2,0.3538,30.6,0.34040000000000004,10.4,52.1,45.2,0.611,13.74,15.6,55.8,0.5892000000000001,33.0,0.0,101.14,Home,UTA
201902020PHO,58.339999999999996,24.0,8.8,5.0,120.17999999999999,71.5,30.4,0.5368,89.4,0.4630000000000001,41.2,0.2792,24.8,0.7954,19.8,34.0,240.0,113.35999999999999,26.1,11.4,23.2,115.4,7.840000000000001,8.0,0.42700000000000005,38.2,0.3496,13.2,48.08,41.8,0.5766,14.0,16.4,51.2,0.5478000000000001,28.0,16.0,66.46000000000001,30.2,9.1,4.8,113.35999999999999,73.9,33.2,0.5676,89.8,0.505,45.4,0.288,25.4,20.6,0.0,240.0,120.17999999999999,28.5,12.0,23.6,122.6,8.7,8.8,0.35459999999999997,31.8,0.3538,11.2,51.92,45.2,0.6075999999999999,12.66,14.6,58.0,0.5906,34.2,0.0,101.94,Away,ATL
201902040WAS,59.52,25.0,6.779999999999999,4.0,121.72,71.98,32.2,0.5553999999999999,89.2,0.4726,42.0,0.2996,26.6,0.8178000000000001,21.8,34.4,240.0,118.28,28.919999999999998,12.4,22.2,120.6,7.42,7.6,0.44320000000000004,39.6,0.37679999999999997,14.8,50.519999999999996,44.6,0.5984,14.280000000000001,16.8,49.6,0.5482,27.2,16.6,67.94,31.8,9.86,5.0,118.28,71.08,31.4,0.5656000000000001,92.8,0.504,46.8,0.2746,25.2,19.4,0.0,240.0,121.72,28.02,12.4,23.0,124.4,8.080000000000002,8.2,0.3598,33.4,0.3436,11.4,49.480000000000004,43.8,0.5992,10.84,12.6,59.4,0.5972000000000001,35.4,0.0,102.16,Away,ATL
201902070ATL,61.3,25.2,5.6,3.2,118.47999999999999,74.7,34.0,0.5496000000000001,89.2,0.46340000000000003,41.2,0.3088,27.4,0.8029999999999999,22.0,31.0,240.0,117.72,26.639999999999997,11.8,21.8,119.8,7.24,7.4,0.457,40.8,0.383,15.4,50.64,45.8,0.5923999999999999,12.820000000000002,15.0,48.4,0.5346,25.8,21.4,68.64000000000001,31.4,9.639999999999999,4.8,117.72,73.36,33.2,0.5674,91.8,0.4976000000000001,45.8,0.2714,24.6,16.8,0.0,240.0,118.47999999999999,25.3,11.4,22.8,121.0,7.08,7.2,0.38380000000000003,35.0,0.361,12.6,49.36,44.6,0.5890000000000001,11.16,12.8,56.8,0.5791999999999999,33.2,0.0,101.94,Away,TOR
201902090ATL,61.160000000000004,26.4,7.3,4.0,117.25999999999999,76.44,34.0,0.5732,89.6,0.484,43.2,0.29159999999999997,26.0,0.7906000000000001,20.6,29.8,240.0,122.52000000000001,28.380000000000003,12.0,21.4,123.0,8.34,8.4,0.44539999999999996,40.0,0.40380000000000005,16.0,52.7,46.0,0.6104,11.780000000000001,13.6,49.6,0.5506,27.2,23.6,66.6,29.4,9.94,5.0,122.52000000000001,71.62,30.8,0.5704,89.2,0.49560000000000004,44.2,0.2732,24.2,16.4,0.0,240.0,117.25999999999999,23.56,10.4,21.6,118.0,7.779999999999999,7.8,0.38980000000000004,34.6,0.383,13.2,47.3,41.2,0.5913999999999999,12.059999999999999,13.6,54.6,0.5656,31.0,0.0,100.53999999999999,Away,CHO
201902100ATL,62.839999999999996,27.6,9.52,5.0,115.56000000000002,79.24,35.2,0.5882000000000001,88.2,0.499,44.0,0.30419999999999997,26.8,0.8026,21.6,29.2,240.0,127.2,30.68,12.6,20.2,125.4,7.1,7.0,0.433,38.2,0.41320000000000007,15.8,55.86,47.8,0.6272,11.379999999999999,13.0,50.0,0.5656000000000001,28.2,25.4,67.72,28.6,9.86,5.0,127.2,69.32000000000001,28.4,0.5596000000000001,87.8,0.48240000000000005,42.4,0.2668,23.2,15.8,0.0,240.0,115.56000000000002,20.759999999999998,9.2,21.4,114.0,8.059999999999999,8.0,0.3894,34.0,0.3956,13.4,44.14,37.6,0.5821999999999999,11.62,12.8,53.8,0.5347999999999999,29.0,0.0,98.6,Away,ORL
201902120ATL,65.28,28.4,10.36,5.2,114.58000000000001,80.5,34.6,0.5702,90.4,0.483,43.6,0.2948,26.6,0.8002,21.4,28.0,240.0,124.32000000000001,27.160000000000004,11.4,21.4,124.4,7.720000000000001,7.8,0.441,39.8,0.3956,15.8,53.760000000000005,46.0,0.6102,9.84,11.2,50.6,0.5522,27.8,27.6,68.44000000000001,28.2,10.120000000000001,5.2,124.32000000000001,72.84,31.2,0.5578000000000001,87.0,0.4756,41.4,0.28579999999999994,24.8,18.0,0.0,240.0,114.58000000000001,19.5,8.4,21.6,115.0,6.56,6.6,0.4142,36.0,0.3968,14.2,46.24,39.6,0.5876,13.1,14.8,51.0,0.5276,27.2,0.0,100.52000000000001,Home,ATL
201902140ATL,63.739999999999995,26.8,13.080000000000002,6.6,107.64000000000001,81.88,35.6,0.552,89.0,0.47240000000000004,42.0,0.29300000000000004,26.0,0.7662,20.0,30.4,240.0,118.9,25.580000000000002,10.8,21.4,118.2,8.180000000000001,8.2,0.42679999999999996,38.0,0.373,14.2,53.82000000000001,46.4,0.5892000000000001,10.32,11.6,51.0,0.5484,27.8,26.2,65.8,25.2,8.48,4.4,118.9,74.42,32.0,0.53,85.8,0.4492,38.4,0.2678,22.8,16.8,0.0,240.0,107.64000000000001,18.119999999999997,7.8,22.4,107.4,7.2,7.2,0.4194,36.0,0.3862,13.8,46.18,39.8,0.5616,13.9,15.6,49.8,0.49240000000000006,24.6,0.0,99.84,Away,NYK
201902220ATL,57.94,25.0,13.939999999999998,7.0,110.52000000000001,80.82000000000001,34.8,0.5578,90.6,0.4772,43.2,0.2762,25.0,0.7372000000000001,18.4,33.2,240.0,118.66,24.619999999999997,10.4,21.0,119.4,9.08,9.2,0.41899999999999993,38.0,0.383,14.6,52.64,45.2,0.5884,10.24,11.6,52.6,0.5464,28.6,23.6,61.67999999999999,24.4,8.66,4.6,118.66,75.38,32.6,0.5404,87.4,0.457,39.8,0.2484,21.6,17.4,0.0,240.0,110.52000000000001,19.18,8.2,22.2,111.6,7.32,7.4,0.4272,37.4,0.39,14.6,47.36,40.8,0.5772,13.9,15.8,50.0,0.5036,25.2,0.0,101.04,Away,DET
201902230ATL,57.64,24.0,12.66,6.4,108.84,81.12,36.4,0.5294,91.6,0.45640000000000003,41.8,0.2782,25.4,0.7516,19.0,37.6,240.0,113.62,21.78,9.6,23.4,116.0,8.34,8.6,0.4032,37.0,0.3628,13.4,51.52,46.0,0.5640000000000001,9.959999999999999,11.4,54.6,0.5204,28.4,20.4,61.959999999999994,23.6,10.580000000000002,5.8,113.62,78.22,35.0,0.5128,88.6,0.43260000000000004,38.2,0.2868,25.4,21.0,0.0,240.0,108.84,18.880000000000003,8.6,23.0,111.6,6.8,7.0,0.4222,37.4,0.378,14.2,48.480000000000004,43.6,0.5603999999999999,12.84,14.8,51.2,0.471,24.0,0.0,102.48000000000002,Home,ATL
201902250HOU,54.92,22.4,11.98,5.8,111.0,77.85999999999999,35.0,0.5394,89.4,0.45940000000000003,41.0,0.2742,24.4,0.7121999999999999,17.2,39.4,240.0,110.78,21.860000000000003,9.4,24.0,113.4,8.74,9.0,0.4168,37.2,0.382,14.2,50.08,44.4,0.5672,11.7,13.2,52.2,0.514,26.8,19.4,59.65999999999999,23.0,10.26,5.4,110.78,78.14,34.4,0.5074,90.6,0.4266,38.6,0.2908,26.4,22.0,0.0,240.0,111.0,22.139999999999997,10.0,22.4,113.8,8.040000000000001,8.2,0.4555999999999999,41.2,0.3556,14.6,49.92,44.4,0.5571999999999999,12.760000000000002,15.0,49.4,0.49399999999999994,24.0,0.0,102.58,Home,HOU
201902270ATL,55.9,23.2,11.360000000000001,6.0,113.5,74.44,35.8,0.5364,90.8,0.45919999999999994,41.6,0.2864,26.0,0.7156,18.4,40.0,245.0,112.58,21.160000000000004,9.2,24.0,115.4,8.379999999999999,8.6,0.4072,36.8,0.3752,13.8,48.8,45.0,0.5662,10.2,11.4,54.0,0.5157999999999999,27.8,19.6,59.08,17.6,9.96,4.2,112.58,78.84,27.0,0.4992,74.2,0.37960000000000005,31.0,0.2934,21.2,17.8,0.0,197.0,113.5,25.56,8.8,18.4,116.6,6.779999999999999,6.6,0.418,33.8,0.3194,11.6,51.2,35.8,0.5514,11.3,11.0,40.4,0.438,19.4,0.0,100.46000000000001,Home,ATL
201903010ATL,55.56,25.0,9.54,5.2,117.32000000000001,75.36,37.8,0.5434,97.8,0.46299999999999997,45.2,0.305,30.4,0.7230000000000001,21.8,39.6,265.0,114.3,19.520000000000003,9.2,25.6,127.8,7.919999999999999,8.8,0.414,40.2,0.3854,15.6,47.86,47.0,0.575,9.68,11.8,57.6,0.5162,29.6,21.0,58.379999999999995,14.2,10.72,3.4,114.3,80.48,21.6,0.5326,58.0,0.42699999999999994,25.6,0.29219999999999996,18.2,15.2,0.0,154.0,117.32000000000001,24.64,7.0,14.4,130.6,6.68,5.2,0.43199999999999994,27.0,0.3668,10.0,52.14,28.6,0.5800000000000001,11.74,8.6,31.0,0.48460000000000003,15.6,0.0,101.17999999999999,Away,CHI
201903030CHI,61.14000000000001,27.0,9.34,5.4,116.6,75.8,38.0,0.5488,96.6,0.4606,44.4,0.309,30.4,0.723,21.8,42.0,265.0,113.98000000000002,20.26,9.4,25.0,127.4,7.720000000000001,8.6,0.4242,40.6,0.4104,16.8,48.64,47.4,0.5800000000000001,10.580000000000002,12.8,56.0,0.4928,27.6,20.0,59.260000000000005,15.0,11.379999999999999,3.6,113.98000000000002,79.74000000000001,20.8,0.523,58.8,0.4314,26.4,0.29460000000000003,18.6,15.2,0.0,154.0,116.6,24.2,6.8,13.6,129.8,6.68,5.2,0.3952,24.0,0.33080000000000004,7.6,51.36,27.6,0.5700000000000001,11.02,7.8,34.8,0.5046,18.8,0.0,101.12,Away,ATL
201903040MIA,62.1,27.0,8.7,5.0,117.2,76.66,36.2,0.5488000000000001,96.2,0.45599999999999996,43.8,0.321,31.4,0.7129999999999999,22.4,40.6,265.0,115.9,24.080000000000002,11.4,23.4,127.6,7.859999999999999,8.6,0.44559999999999994,42.4,0.41419999999999996,17.6,49.86,47.6,0.5808,10.9,13.2,53.8,0.4862,26.2,22.2,58.14,15.2,11.28,3.2,115.9,75.92,19.8,0.5502,56.2,0.46020000000000005,27.6,0.2728,15.8,12.2,0.0,154.0,117.2,23.34,5.8,14.0,128.6,7.0,5.4,0.3816,22.0,0.3362,7.0,50.14,25.6,0.5868,12.22,8.8,34.2,0.5414000000000001,20.6,0.0,99.55999999999999,Home,MIA
201903060ATL,63.620000000000005,28.2,9.3,5.6,112.4,78.16,38.6,0.5402000000000001,98.0,0.4572,44.8,0.3038,30.4,0.7182000000000001,21.8,38.2,265.0,114.1,21.220000000000002,10.6,23.2,127.6,7.38,8.2,0.42479999999999996,41.4,0.38539999999999996,16.2,49.540000000000006,49.2,0.5722,10.559999999999999,13.0,56.6,0.5028,28.6,25.6,57.5,14.6,10.100000000000001,2.8,114.1,78.78,22.0,0.5391999999999999,56.6,0.4518000000000001,27.0,0.2584,14.6,10.8,0.0,154.0,112.4,21.84,5.6,14.0,125.6,6.26,4.8,0.36160000000000003,20.4,0.3378,6.6,50.459999999999994,27.6,0.5728000000000001,12.54,9.2,36.2,0.5122,20.4,0.0,101.2,Away,SAS
201903090ATL,63.160000000000004,26.6,8.46,4.8,110.08,78.26,38.8,0.5364,94.8,0.4478,42.6,0.36460000000000004,34.6,0.701,23.8,38.4,260.0,113.58,23.560000000000002,11.8,23.0,125.8,7.26,8.0,0.4526,42.6,0.39039999999999997,16.8,50.86,50.6,0.5704,11.84,14.6,52.2,0.48860000000000003,25.8,26.8,54.86,18.6,9.18,3.2,113.58,76.44,29.0,0.525,75.6,0.48600000000000004,34.4,0.2602,21.0,16.0,0.0,197.0,110.08,21.740000000000002,9.2,20.6,121.8,7.4,6.2,0.38580000000000003,27.6,0.3368,8.0,49.14,38.2,0.5593999999999999,12.3,11.2,48.0,0.569,26.4,0.0,102.17999999999999,Away,BRK
201903100ATL,65.32000000000001,26.4,9.84,5.6,111.97999999999999,77.0,36.0,0.5316,91.2,0.44279999999999997,40.4,0.2998,26.6,0.7552,18.4,37.2,240.0,112.18000000000002,21.92,10.6,20.4,115.4,7.0,7.2,0.4532,41.2,0.39059999999999995,16.2,49.2,46.6,0.5616,11.22,13.0,50.0,0.4800000000000001,24.2,29.2,56.54,24.2,8.580000000000002,4.2,112.18000000000002,78.08,37.4,0.5234,93.2,0.4640000000000001,42.8,0.2564,23.8,18.6,0.0,240.0,111.97999999999999,23.0,11.0,22.2,115.2,6.619999999999999,6.8,0.3638,34.2,0.3286,11.0,50.8,48.4,0.5599999999999999,11.26,13.0,59.0,0.5372,31.8,0.0,102.97999999999999,Home,ATL
201903130ATL,65.78,26.0,10.36,5.8,115.1,73.78,34.2,0.5147999999999999,91.2,0.4338,39.6,0.2952,26.2,0.7882,19.0,37.0,240.0,110.16,20.92,10.2,20.2,113.0,6.639999999999999,6.8,0.4486,40.8,0.3606,14.8,46.88,44.4,0.5508,11.38,13.2,50.4,0.48860000000000003,24.8,30.4,59.35999999999999,26.2,10.14,5.0,110.16,79.08,38.0,0.5299999999999999,95.4,0.4628,43.8,0.238,22.4,17.6,0.0,240.0,115.1,26.22,12.2,23.4,118.0,7.24,7.4,0.3926,37.8,0.34500000000000003,12.8,53.11999999999999,50.2,0.5644,10.679999999999998,12.4,57.6,0.5378000000000001,31.0,0.0,102.67999999999999,Home,ATL
201903160BOS,65.17999999999999,26.4,11.4,6.4,115.94000000000001,72.78,35.2,0.5136000000000001,93.0,0.43620000000000003,40.6,0.2882,26.0,0.7866000000000001,18.8,37.6,240.0,109.52000000000001,21.42,10.8,21.0,114.4,6.860000000000001,7.2,0.4276,39.6,0.36160000000000003,14.4,47.06,46.0,0.5486000000000001,11.620000000000001,13.8,53.4,0.48860000000000003,26.2,30.8,62.54,27.6,9.36,5.0,109.52000000000001,78.58000000000001,38.4,0.5157999999999999,98.2,0.44600000000000006,43.8,0.25680000000000003,25.0,19.8,0.0,240.0,115.94000000000001,27.22,13.0,22.8,121.0,7.279999999999999,7.6,0.41180000000000005,40.4,0.33899999999999997,13.6,52.94,51.4,0.5551999999999999,9.620000000000001,11.6,57.8,0.5216,30.2,0.0,104.47999999999999,Home,BOS
